"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204827_071";0.3;5.0;16.0;"noise";0.92;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204832_072";"0.0";4.5;12.0;"noise";0.89;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204837_072";0.4;2.9;16.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204852_074";0.9;1.2;10.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204902_076";0.3;0.4;14.0;"noise";0.87;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204907_076";3.8;3.9;9.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204927_079";3.1;3.6;52.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204947_082";1.0;5.0;17.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204952_082";"0.0";5.0;14.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204957_083";0.3;4.9;13.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205002_084";2.1;4.5;11.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205007_084";0.7;3.4;13.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205012_085";0.1;3.5;14.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205017_086";2.5;2.7;20.0;"noise";0.73;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205022_086";0.2;0.7;8.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205032_088";3.8;3.9;12.0;"noise";0.55;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205042_089";1.3;1.4;36.0;"noise";0.92;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205122_094";0.8;0.9;13.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205127_095";4.0;4.1;10.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205132_096";0.7;4.7;9.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205137_096";0.1;4.8;14.0;"noise";0.92;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205142_097";0.2;4.2;12.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205147_098";0.1;0.9;30.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205152_098";2.1;2.2;14.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205157_099";1.7;3.4;13.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205202_100";2.0;2.9;12.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205212_101";3.3;3.4;9.0;"noise";0.92;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205217_102";3.3;3.4;15.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205222_102";0.8;3.0;12.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205227_103";1.1;4.7;11.0;"noise";0.99;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205232_104";0.6;5.0;12.0;"noise";0.87;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205237_104";"0.0";4.7;12.0;"noise";0.91;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205237_104";0.5;0.6;30.0;"Phogri";0.05;"Tetvir, Antsp";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205242_105";1.7;4.8;13.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205247_106";0.6;5.0;12.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205252_106";0.1;4.2;13.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205257_107";2.6;2.8;10.0;"noise";0.87;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205302_108";2.1;4.7;12.0;"noise";0.85;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205307_108";"0.0";0.2;12.0;"noise";0.81;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205312_109";1.1;3.2;14.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205317_110";1.5;2.7;16.0;"noise";0.83;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205317_110";1.2;3.2;12.0;"Phofem";0.09;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205327_111";3.3;4.1;12.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205332_112";4.8;4.9;12.0;"noise";0.83;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205337_112";0.2;0.3;10.0;"noise";0.88;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205352_114";0.3;0.6;15.0;"Tetvir";0.36;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205402_116";"0.0";3.1;10.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205417_118";4.5;4.6;11.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205422_118";4.7;5.0;12.0;"noise";0.89;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205427_119";0.7;3.5;12.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205432_120";0.7;1.1;46.0;"noise";0.86;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205432_120";0.7;1.6;11.0;"Tetvir";0.44;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205437_120";1.5;1.6;29.0;"noise";0.7;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205442_121";4.7;4.9;13.0;"noise";0.83;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205447_122";0.9;1.1;12.0;"noise";0.93;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205502_124";4.0;4.8;9.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205507_124";0.2;3.4;10.0;"noise";0.92;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205512_125";1.9;4.8;11.0;"noise";0.99;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205517_126";0.1;0.6;12.0;"noise";0.6;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205542_129";2.5;3.4;11.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205607_132";0.2;4.9;12.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205612_133";"0.0";5.1;13.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205617_134";"0.0";5.0;13.0;"noise";0.92;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205622_134";"0.0";4.7;12.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205627_135";0.1;4.8;12.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205632_136";"0.0";5.0;12.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205637_136";"0.0";4.6;12.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205642_137";1.0;1.1;8.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205652_138";2.0;2.1;11.0;"noise";0.85;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205657_139";2.0;2.2;11.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205702_140";0.1;4.4;12.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205707_140";1.5;2.2;11.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205722_142";2.7;4.9;12.0;"noise";0.67;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205727_143";0.7;4.6;41.0;"noise";0.82;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205727_143";"0.0";4.5;12.0;"Tetvir";0.28;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205732_144";0.1;5.0;13.0;"noise";0.93;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205737_144";0.2;5.1;13.0;"noise";0.99;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205742_145";"0.0";4.9;14.0;"noise";0.91;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205747_146";0.5;4.9;11.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205752_146";1.5;3.9;14.0;"noise";0.74;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205802_148";2.8;3.5;21.0;"noise";0.53;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205802_148";2.5;3.6;12.0;"Tetvir";0.36;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205807_148";4.5;4.6;12.0;"noise";0.81;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205812_149";1.6;1.9;16.0;"noise";0.87;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205812_149";1.6;1.9;15.0;"Tetvir";0.27;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205832_152";4.1;4.2;39.0;"noise";0.3;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205832_152";1.6;4.3;14.0;"Phofem";0.05;"Tetvir, Phogri";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205837_152";0.4;5.0;13.0;"noise";0.86;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205842_153";1.2;1.4;39.0;"Tetvir";0.02;"Pipkuh, Phogri, Leppun, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205842_153";"0.0";4.7;12.0;"noise";0.87;"";"";"";"";""
