"nom du fichier"	"temps_debut"	"temps_fin"	"frequence_mediane"	"tadarida_taxon"	"tadarida_probabilite"	"tadarida_taxon_autre"	"observateur_taxon"	"observateur_probabilite"	"validateur_taxon"	"validateur_probabilite"	"participation"	"IdProb"	"IdV"	"ConfV"	"Session"	"TimeNum"	"IdExtrap"	"TypeE"
"Car340098-2019-Pass1-Z31-013676_20190329_212548_772"	1.4	1.6	31	"noise"	0.51	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.51	""	""	"29/03/2019"	1553887548.772	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212548_772"	0	1.5	43	"Yerray"	0.3	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.3	""	""	"29/03/2019"	1553887548.772	"mec"	2
"Car340098-2019-Pass1-Z31-013676_20190329_212712_453"	0.2	2	9	"noise"	0.95	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.95	""	""	"29/03/2019"	1553887632.453	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212802_855"	0	0.1	10	"noise"	0.85	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.85	""	""	"29/03/2019"	1553887682.855	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_213559_957"	0	0.9	21	"noise"	0.88	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.88	""	""	"29/03/2019"	1553888159.957	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_213838_871"	1.6	4.4	17	"noise"	0.96	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.96	""	""	"29/03/2019"	1553888318.871	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_213923_770"	0	1	27	"noise"	0.92	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.92	""	""	"29/03/2019"	1553888363.77	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_213928_761"	0	1.6	20	"noise"	0.78	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.78	""	""	"29/03/2019"	1553888368.761	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_214022_143"	1.8	1.9	28	"noise"	0.88	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.88	""	""	"29/03/2019"	1553888422.143	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_214027_977"	0.6	0.7	11	"noise"	0.83	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.83	""	""	"29/03/2019"	1553888427.977	"noise"	0
