"nom du fichier"	"temps_debut"	"temps_fin"	"frequence_mediane"	"tadarida_taxon"	"tadarida_probabilite"	"tadarida_taxon_autre"	"observateur_taxon"	"observateur_probabilite"	"validateur_taxon"	"validateur_probabilite"	"participation"	"IdProb"	"IdV"	"ConfV"	"Session"	"TimeNum"	"IdExtrap"	"TypeE"
"Cir464-2016-Pass1-Tron1-Chiro_0_00200_000"	0.4	0.5	44	"Pippip"	0.58	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.58	""	""	1	1000	"Pippip"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00205_000"	0	0.5	105	"noise"	0.96	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.96	""	""	1	1005	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00210_000"	0	0.5	110	"noise"	0.93	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.93	""	""	1	1010	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00215_000"	0	0.5	126	"noise"	0.93	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.93	""	""	1	1015	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00220_000"	0	0.5	153	"noise"	0.92	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.92	""	""	1	1020	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00225_000"	0	0.5	203	"noise"	0.47	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.47	""	""	1	1025	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00225_000"	0	0.4	203	"Pippip"	0.03	"Tetvir, Myoema"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.03	""	""	1	1025	"Pippip"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00230_000"	0	0.5	193	"noise"	0.73	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.73	""	""	1	1030	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00235_000"	0	0.5	196	"noise"	0.79	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.79	""	""	1	1035	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00240_000"	0	0.5	106	"noise"	0.83	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.83	""	""	1	1040	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00245_000"	0	0.5	117	"noise"	0.88	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.88	""	""	1	1045	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00245_000"	0	0.1	48	"Pippip"	0.22	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.22	""	""	1	1045	"Pippip"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00250_000"	0	0.4	120	"noise"	0.87	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.87	""	""	1	1050	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00250_000"	0.4	0.5	29	"Tetvir"	0.02	"Pippip, piaf, Nyclei, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, Pipkuh, Phogri, Phofem, Phanan, Phafal, Nycnoc, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.02	""	""	1	1050	"Tetvir"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00255_000"	0	0.5	110	"noise"	0.94	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.94	""	""	1	1055	"noise"	0
